rebalance_date,rank,symbol,trailing_90d_median_yahoo_dollar_volume,valid_volume_obs_90d
2021-12-01,9,BCH-USD,1333245294.0,90
2021-12-01,10,EOS-USD,1193313803.5,90
2021-12-01,11,LINK-USD,1160266778.5,90
2021-12-01,12,OMG-USD,1054818023.0,90
2021-12-01,13,LUNC-USD,1050596756.5,90
2021-12-01,14,FIL-USD,921962555.0,90
2021-12-01,15,ETC-USD,845618750.5,90
2021-12-01,16,ATOM-USD,706130626.0,90
2021-12-01,17,XLM-USD,639306584.0,90
2021-12-01,18,VET-USD,533246984.5,90
2021-12-01,19,ALGO-USD,522670898.5,90
2021-12-01,20,BTT-USD,456735877.5,90
2021-12-01,21,BTTOLD-USD,456735877.5,90
2021-12-01,22,OKB-USD,382085342.0,90
2021-12-01,23,FTT-USD,377600052.0,90
2021-12-01,24,CHZ-USD,350694251.0,90
2021-12-01,25,QTUM-USD,349206651.0,90
2021-12-01,26,XTZ-USD,335931494.0,90
2021-12-01,27,HBAR-USD,293911812.0,90
2021-12-01,28,DASH-USD,292876070.5,90
2021-12-01,29,THETA-USD,287074955.5,90
2021-12-01,30,NEO-USD,286062211.0,90
2021-12-01,31,BSV-USD,278534469.5,90
2021-12-01,32,ZEC-USD,275032974.0,90
2021-12-01,33,BAT-USD,256687097.0,90
2021-12-01,34,XMR-USD,214819789.0,90
2021-12-01,35,ONE3945-USD,209647421.0,90
2021-12-01,36,HOT2682-USD,191476395.0,90
2021-12-01,37,ENJ-USD,185681938.0,90
2021-12-01,38,CELR-USD,173999167.5,90
2021-12-01,39,IOST-USD,169310273.0,90
2021-12-01,40,MANA-USD,159636983.0,90
2021-12-01,41,SXP-USD,147768582.0,90
2021-12-01,42,ONT-USD,142384741.0,90
2021-12-01,43,MKR-USD,142154639.0,90
2021-12-01,44,WIN-USD,128906118.0,90
2021-12-01,45,HT-USD,121985728.0,90
2021-12-01,46,WAVES-USD,112491985.0,90
2021-12-01,47,KAVA-USD,110692292.0,90
2021-12-01,48,SNX-USD,106985621.5,90
2021-12-01,49,COTI-USD,97037952.0,90
2021-12-01,50,ZIL-USD,96806172.5,90
2022-01-01,1,BTC-USD,34267490242.5,90
2022-01-01,2,ETH-USD,18497217026.0,90
2022-01-01,3,XRP-USD,3256369308.5,90
2022-01-01,4,BNB-USD,2187625234.0,90
2022-01-01,5,ADA-USD,2143869196.0,90
2022-01-01,6,LTC-USD,2120031533.0,90
2022-01-01,7,TRX-USD,1719833721.5,90
2022-01-01,8,DOGE-USD,1542627983.0,90
2022-01-01,9,LUNC-USD,1387440253.5,90
2022-01-01,10,BCH-USD,1259214265.5,90
2022-01-01,11,LINK-USD,1006725888.0,90
2022-01-01,12,MANA-USD,992113223.0,90
2022-01-01,13,EOS-USD,943401501.5,90
2022-01-01,14,ETC-USD,719066004.5,90
2022-01-01,15,OMG-USD,654998305.0,90
2022-01-01,16,XLM-USD,621447165.5,90
2022-01-01,17,FIL-USD,615077585.0,90
2022-01-01,18,ATOM-USD,556679703.5,90
2022-01-01,19,VET-USD,501366362.0,90
2022-01-01,20,OKB-USD,465498101.0,90
2022-01-01,21,BTTOLD-USD,459662425.0,90
2022-01-01,22,BTT-USD,459662425.0,90
2022-01-01,23,ALGO-USD,432920493.0,90
2022-01-01,24,ZEC-USD,360296951.0,90
2022-01-01,25,ENJ-USD,339114200.5,90
2022-01-01,26,LRC-USD,338213788.0,90
2022-01-01,27,QTUM-USD,308531846.0,90
2022-01-01,28,CHZ-USD,292660065.5,90
2022-01-01,29,BAT-USD,288579277.5,90
2022-01-01,30,DASH-USD,264760672.0,90
2022-01-01,31,BSV-USD,262021410.0,90
2022-01-01,32,THETA-USD,252418984.5,90
2022-01-01,33,XTZ-USD,247922039.5,90
2022-01-01,34,CRO-USD,240460836.5,90
2022-01-01,35,NEO-USD,234032402.0,90
2022-01-01,36,WIN-USD,226413408.0,90
2022-01-01,37,FTT-USD,205674301.5,90
2022-01-01,38,XMR-USD,197034888.5,90
2022-01-01,39,ONE3945-USD,186069065.0,90
2022-01-01,40,HOT2682-USD,180599331.0,90
2022-01-01,41,HBAR-USD,137000988.5,90
2022-01-01,42,ONT-USD,131857278.0,90
2022-01-01,43,SXP-USD,124430244.0,90
2022-01-01,44,KSM-USD,118873299.5,90
2022-01-01,45,MKR-USD,114993811.5,90
2022-01-01,46,CELR-USD,109555734.5,90
2022-01-01,47,HT-USD,107743743.0,90
2022-01-01,48,WAXP-USD,106972184.5,90
2022-01-01,49,BORA-USD,104802411.0,90
2022-01-01,50,WAVES-USD,102738039.5,90
2022-02-01,1,BTC-USD,30614683654.5,90
2022-02-01,2,ETH-USD,17616336966.0,90
2022-02-01,3,BCH-USD,4426490138.0,90
2022-02-01,4,XRP-USD,2459719559.0,90
2022-02-01,5,BNB-USD,2238956356.0,90
2022-02-01,6,LUNC-USD,2105063578.5,90
2022-02-01,7,ADA-USD,1736460825.0,90
2022-02-01,8,TRX-USD,1461694956.0,90
2022-02-01,9,LTC-USD,1350379551.0,90
2022-02-01,10,DOGE-USD,1028012373.5,90
2022-02-01,11,LINK-USD,1014768725.0,90
2022-02-01,12,MANA-USD,965374920.5,90
2022-02-01,13,ATOM-USD,753231672.5,90
2022-02-01,14,EOS-USD,721905107.0,90
2022-02-01,15,ETC-USD,525470993.5,90
2022-02-01,16,FIL-USD,491284399.0,90
2022-02-01,17,XLM-USD,481882126.0,90
2022-02-01,18,ALGO-USD,421953793.5,90
2022-02-01,19,OKB-USD,409738015.0,90
2022-02-01,20,OMG-USD,402084211.0,90
2022-02-01,21,BTTOLD-USD,400294054.0,90
2022-02-01,22,BTT-USD,400294054.0,90
2022-02-01,23,LRC-USD,390749811.5,90
2022-02-01,24,VET-USD,355984325.0,90
2022-02-01,25,ZEC-USD,346443377.0,90
2022-02-01,26,ENJ-USD,303436887.5,90
2022-02-01,27,BAT-USD,284233148.5,90
2022-02-01,28,WIN-USD,282230891.5,90
2022-02-01,29,DASH-USD,246895343.0,90
2022-02-01,30,CRO-USD,244380291.0,90
2022-02-01,31,THETA-USD,217757490.0,90
2022-02-01,32,CHZ-USD,209263319.0,90
2022-02-01,33,FTT-USD,194252032.0,90
2022-02-01,34,XTZ-USD,193351597.5,90
2022-02-01,35,XMR-USD,187027365.0,90
2022-02-01,36,ONE3945-USD,181182280.0,90
2022-02-01,37,QTUM-USD,174256737.5,90
2022-02-01,38,BSV-USD,170144925.5,90
2022-02-01,39,NEO-USD,165750242.5,90
2022-02-01,40,HOT2682-USD,128083673.0,90
2022-02-01,41,MKR-USD,127962490.5,90
2022-02-01,42,CHR-USD,120210024.5,90
2022-02-01,43,BORA-USD,114690192.5,90
2022-02-01,44,SXP-USD,110037900.5,90
2022-02-01,45,HBAR-USD,97098904.5,90
2022-02-01,46,WAVES-USD,93678973.0,90
2022-02-01,47,HT-USD,93141162.5,90
2022-02-01,48,KSM-USD,91667932.0,90
2022-02-01,49,CELR-USD,91168442.5,90
2022-02-01,50,STX4847-USD,89755860.0,90
2022-03-01,1,BTC-USD,26486894376.5,90
2022-03-01,2,ETH-USD,15948969457.0,90
2022-03-01,3,BCH-USD,4652302903.0,90
2022-03-01,4,XRP-USD,2251802387.5,90
2022-03-01,5,LUNC-USD,2188815601.0,90
2022-03-01,6,BNB-USD,1925060436.5,90
2022-03-01,7,ADA-USD,1490338120.5,90
2022-03-01,8,TRX-USD,1111819466.0,90
2022-03-01,9,LTC-USD,1001978550.5,90
2022-03-01,10,LINK-USD,932073249.0,90
2022-03-01,11,ATOM-USD,897380871.0,90
2022-03-01,12,DOGE-USD,834539373.0,90
2022-03-01,13,MANA-USD,785262054.5,90
2022-03-01,14,FIL-USD,435903887.5,90
2022-03-01,15,ETC-USD,435096727.0,90
2022-03-01,16,EOS-USD,427579245.5,90
2022-03-01,17,XLM-USD,369128665.5,90
2022-03-01,18,ALGO-USD,299434206.5,90
2022-03-01,19,ZEC-USD,294951339.5,90
2022-03-01,20,OMG-USD,291938221.5,90
2022-03-01,21,VET-USD,287035437.0,90
2022-03-01,22,WIN-USD,284956729.0,90
2022-03-01,23,LRC-USD,266150702.0,90
2022-03-01,24,OKB-USD,243222031.0,90
2022-03-01,25,ENJ-USD,235568341.5,90
2022-03-01,26,THETA-USD,220596539.0,90
2022-03-01,27,DASH-USD,198706501.5,90
2022-03-01,28,XTZ-USD,183693244.5,90
2022-03-01,29,CRO-USD,180312380.5,90
2022-03-01,30,BAT-USD,171157574.0,90
2022-03-01,31,CHZ-USD,163778853.5,90
2022-03-01,32,XMR-USD,161579987.0,90
2022-03-01,33,ONE3945-USD,159936080.0,90
2022-03-01,34,FTT-USD,153711374.5,90
2022-03-01,35,QTUM-USD,138043964.0,90
2022-03-01,36,NEO-USD,137076712.5,90
2022-03-01,37,BTTOLD-USD,130526099.5,90
2022-03-01,38,BTT-USD,130526099.5,90
2022-03-01,39,BSV-USD,120477372.5,90
2022-03-01,40,WAVES-USD,115760952.5,90
2022-03-01,41,BORA-USD,103841439.0,90
2022-03-01,42,HBAR-USD,92315780.0,90
2022-03-01,43,CHR-USD,89288434.5,90
2022-03-01,44,ANT-USD,88742921.0,90
2022-03-01,45,MKR-USD,87496986.0,90
2022-03-01,46,SXP-USD,82435674.5,90
2022-03-01,47,HOT2682-USD,81480409.0,90
2022-03-01,48,KAVA-USD,80149658.0,90
2022-03-01,49,SNX-USD,70397111.5,90
2022-03-01,50,CELR-USD,68926112.5,90
2022-04-01,1,BTC-USD,25634866963.0,90
2022-04-01,2,ETH-USD,14102295690.5,90
2022-04-01,3,BCH-USD,4436870628.0,90
2022-04-01,4,LUNC-USD,2188815601.0,90
2022-04-01,5,XRP-USD,2165015422.0,90
2022-04-01,6,BNB-USD,1768971939.5,90
2022-04-01,7,ADA-USD,1305468987.0,90
2022-04-01,8,ATOM-USD,985822278.5,90
2022-04-01,9,TRX-USD,964714106.5,90
2022-04-01,10,LTC-USD,834046643.0,90
2022-04-01,11,LINK-USD,785142846.0,90
2022-04-01,12,DOGE-USD,665372074.0,90
2022-04-01,13,MANA-USD,552318598.5,90
2022-04-01,14,ETC-USD,439713891.5,90
2022-04-01,15,EOS-USD,350017457.5,90
2022-04-01,16,FIL-USD,347446147.0,90
2022-04-01,17,XLM-USD,310356530.5,90
2022-04-01,18,ZEC-USD,282266163.5,90
2022-04-01,19,VET-USD,268877618.5,90
2022-04-01,20,ALGO-USD,262524192.5,90
2022-04-01,21,THETA-USD,234656474.5,90
2022-04-01,22,LRC-USD,223808863.0,90
2022-04-01,23,WIN-USD,219932039.0,90
2022-04-01,24,WAVES-USD,210312740.5,90
2022-04-01,25,OMG-USD,206442224.0,90
2022-04-01,26,DASH-USD,198001096.0,90
2022-04-01,27,ENJ-USD,192827948.5,90
2022-04-01,28,ONE3945-USD,163482231.5,90
2022-04-01,29,XMR-USD,158272467.5,90
2022-04-01,30,CHZ-USD,157940569.5,90
2022-04-01,31,FTT-USD,148509586.0,90
2022-04-01,32,OKB-USD,139213758.5,90
2022-04-01,33,XTZ-USD,135826783.0,90
2022-04-01,34,NEO-USD,130137949.5,90
2022-04-01,35,CRO-USD,127437169.5,90
2022-04-01,36,BAT-USD,124583410.5,90
2022-04-01,37,QTUM-USD,124086672.5,90
2022-04-01,38,BSV-USD,106047935.5,90
2022-04-01,39,SXP-USD,91720302.5,90
2022-04-01,40,HBAR-USD,90846138.5,90
2022-04-01,41,CHR-USD,78788032.0,90
2022-04-01,42,BORA-USD,76609172.5,90
2022-04-01,43,SNX-USD,73121070.5,90
2022-04-01,44,RUNE-USD,72455767.5,90
2022-04-01,45,MKR-USD,70740828.0,90
2022-04-01,46,KAVA-USD,70322983.0,90
2022-04-01,47,ANT-USD,70317302.5,90
2022-04-01,48,KLAY-USD,66730765.5,90
2022-04-01,49,HOT2682-USD,65153682.5,90
2022-04-01,50,KSM-USD,63157983.0,90
2022-05-01,1,BTC-USD,26174317959.5,90
2022-05-01,2,ETH-USD,15254311114.5,90
2022-05-01,3,BCH-USD,4254482995.5,90
2022-05-01,4,LUNC-USD,2178437470.5,90
2022-05-01,5,XRP-USD,2137872642.5,90
2022-05-01,6,SOL-USD,1982098315.5,90
2022-05-01,7,BNB-USD,1681402925.5,90
2022-05-01,8,ADA-USD,1104059419.5,90
2022-05-01,9,TRX-USD,963360506.5,90
2022-05-01,10,LTC-USD,768698538.0,90
2022-05-01,11,DOGE-USD,716674622.5,90
2022-05-01,12,ATOM-USD,705689364.0,90
2022-05-01,13,LINK-USD,617242876.5,90
2022-05-01,14,WAVES-USD,559654814.5,90
2022-05-01,15,ETC-USD,511073010.5,90
2022-05-01,16,MANA-USD,439713499.5,90
2022-05-01,17,EOS-USD,381340356.0,90
2022-05-01,18,FIL-USD,362115949.5,90
2022-05-01,19,XLM-USD,293746631.5,90
2022-05-01,20,ZEC-USD,269886031.5,90
2022-05-01,21,VET-USD,265545218.0,90
2022-05-01,22,ALGO-USD,215294054.0,90
2022-05-01,23,THETA-USD,205137720.5,90
2022-05-01,24,DASH-USD,190689609.0,90
2022-05-01,25,LRC-USD,182015298.5,90
2022-05-01,26,RUNE-USD,172330137.5,90
2022-05-01,27,CHZ-USD,169379381.5,90
2022-05-01,28,XMR-USD,168080323.0,90
2022-05-01,29,ENJ-USD,165332670.5,90
2022-05-01,30,OMG-USD,148780373.5,90
2022-05-01,31,NEO-USD,147735517.5,90
2022-05-01,32,WIN-USD,141476745.0,90
2022-05-01,33,FTT-USD,123980140.5,90
2022-05-01,34,QTUM-USD,123374811.5,90
2022-05-01,35,ONE3945-USD,115585977.5,90
2022-05-01,36,XTZ-USD,115566255.0,90
2022-05-01,37,BSV-USD,109675692.5,90
2022-05-01,38,BAT-USD,105171684.5,90
2022-05-01,39,OKB-USD,95497896.5,90
2022-05-01,40,SNX-USD,87806709.0,90
2022-05-01,41,CRO-USD,85204341.5,90
2022-05-01,42,SXP-USD,79232536.0,90
2022-05-01,43,HBAR-USD,73839799.5,90
2022-05-01,44,KLAY-USD,73741330.0,90
2022-05-01,45,OGN-USD,71021790.0,90
2022-05-01,46,ZIL-USD,69549699.5,90
2022-05-01,47,MKR-USD,68840388.5,90
2022-05-01,48,KAVA-USD,67936230.5,90
2022-05-01,49,KSM-USD,67355539.0,90
2022-05-01,50,CHR-USD,65943363.0,90
2022-06-01,1,BTC-USD,29217678718.5,90
2022-06-01,2,ETH-USD,16048620643.5,90
2022-06-01,3,BCH-USD,3957142725.5,90
2022-06-01,4,LUNC-USD,2182894080.5,90
2022-06-01,5,XRP-USD,1856385964.5,90
2022-06-01,6,SOL-USD,1783755463.5,90
2022-06-01,7,BNB-USD,1755427506.0,90
2022-06-01,8,TRX-USD,1021269137.0,90
2022-06-01,9,ADA-USD,944591081.0,90
2022-06-01,10,LTC-USD,741000610.0,90
2022-06-01,11,WAVES-USD,727153825.5,90
2022-06-01,12,DOGE-USD,720422017.0,90
2022-06-01,13,ETC-USD,525300422.0,90
2022-06-01,14,ATOM-USD,504722504.0,90
2022-06-01,15,LINK-USD,475934499.5,90
2022-06-01,16,EOS-USD,375660678.5,90
2022-06-01,17,ZIL-USD,341172012.5,90
2022-06-01,18,FIL-USD,338297197.5,90
2022-06-01,19,MANA-USD,329566219.5,90
2022-06-01,20,XLM-USD,271016682.0,90
2022-06-01,21,VET-USD,248488473.0,90
2022-06-01,22,ZEC-USD,244218997.5,90
2022-06-01,23,XMR-USD,203292047.0,90
2022-06-01,24,RUNE-USD,184756767.0,90
2022-06-01,25,DASH-USD,179678063.5,90
2022-06-01,26,ALGO-USD,178558026.0,90
2022-06-01,27,THETA-USD,169840372.5,90
2022-06-01,28,CHZ-USD,156900295.0,90
2022-06-01,29,LRC-USD,148859382.5,90
2022-06-01,30,ENJ-USD,137213282.5,90
2022-06-01,31,JST-USD,136286084.0,90
2022-06-01,32,BSV-USD,135106431.5,90
2022-06-01,33,WIN-USD,131820080.0,90
2022-06-01,34,NEO-USD,121418422.5,90
2022-06-01,35,OMG-USD,110024540.0,90
2022-06-01,36,SNX-USD,99260145.5,90
2022-06-01,37,QTUM-USD,98672831.5,90
2022-06-01,38,FTT-USD,94999591.0,90
2022-06-01,39,BAT-USD,92278660.5,90
2022-06-01,40,XTZ-USD,92197205.0,90
2022-06-01,41,KSM-USD,87239880.0,90
2022-06-01,42,OGN-USD,82472608.5,90
2022-06-01,43,KLAY-USD,80796530.5,90
2022-06-01,44,ONE3945-USD,80575905.5,90
2022-06-01,45,CELO-USD,79390293.0,90
2022-06-01,46,MKR-USD,76686890.5,90
2022-06-01,47,SXP-USD,69872614.5,90
2022-06-01,48,OKB-USD,66693874.5,90
2022-06-01,49,ZRX-USD,63516943.0,90
2022-06-01,50,KAVA-USD,63282793.5,90
2022-07-01,1,BTC-USD,29488599124.5,90
2022-07-01,2,ETH-USD,17242162697.5,90
2022-07-01,3,BCH-USD,3244390918.5,90
2022-07-01,4,BNB-USD,1613286494.5,90
2022-07-01,5,SOL-USD,1569551987.0,90
2022-07-01,6,XRP-USD,1563474080.5,90
2022-07-01,7,LUNC-USD,1247056327.0,90
2022-07-01,8,TRX-USD,999843430.0,90
2022-07-01,9,ADA-USD,934466232.0,90
2022-07-01,10,DOGE-USD,710023915.0,90
2022-07-01,11,LTC-USD,674751631.5,90
2022-07-01,12,LINK-USD,448869233.0,90
2022-07-01,13,ETC-USD,439089397.5,90
2022-07-01,14,WAVES-USD,403521119.0,90
2022-07-01,15,ATOM-USD,354570482.5,90
2022-07-01,16,EOS-USD,350113391.5,90
2022-07-01,17,FIL-USD,298434045.0,90
2022-07-01,18,ZIL-USD,290833477.0,90
2022-07-01,19,MANA-USD,267521258.0,90
2022-07-01,20,XLM-USD,219974135.5,90
2022-07-01,21,VET-USD,194374235.5,90
2022-07-01,22,XMR-USD,191362210.5,90
2022-07-01,23,ZEC-USD,164245322.0,90
2022-07-01,24,ALGO-USD,155523054.0,90
2022-07-01,25,RUNE-USD,141592976.5,90
2022-07-01,26,DASH-USD,139737619.0,90
2022-07-01,27,THETA-USD,136918992.0,90
2022-07-01,28,BSV-USD,130101765.0,90
2022-07-01,29,ENJ-USD,114823239.5,90
2022-07-01,30,LRC-USD,114365783.0,90
2022-07-01,31,CHZ-USD,100980870.5,90
2022-07-01,32,WIN-USD,99669543.5,90
2022-07-01,33,MKR-USD,95322445.5,90
2022-07-01,34,NEO-USD,95025771.0,90
2022-07-01,35,JST-USD,92263227.0,90
2022-07-01,36,OMG-USD,92051567.0,90
2022-07-01,37,QTUM-USD,84331621.0,90
2022-07-01,38,FTT-USD,84040667.0,90
2022-07-01,39,XTZ-USD,83614890.0,90
2022-07-01,40,SNX-USD,82600760.5,90
2022-07-01,41,KSM-USD,81750355.5,90
2022-07-01,42,BAT-USD,77013051.5,90
2022-07-01,43,KLAY-USD,72487688.0,90
2022-07-01,44,COMP5692-USD,71740331.5,90
2022-07-01,45,OGN-USD,71021790.0,90
2022-07-01,46,KAVA-USD,62336870.5,90
2022-07-01,47,ZRX-USD,60631444.5,90
2022-07-01,48,CELO-USD,55266294.0,90
2022-07-01,49,ONE3945-USD,53876956.5,90
2022-07-01,50,SXP-USD,51703047.0,90
2022-08-01,1,BTC-USD,29754302192.5,90
2022-08-01,2,ETH-USD,17314648891.0,90
2022-08-01,3,BCH-USD,1690759570.5,90
2022-08-01,4,SOL-USD,1475820929.0,90
2022-08-01,5,XRP-USD,1364820370.5,90
2022-08-01,6,BNB-USD,1352208014.0,90
2022-08-01,7,ADA-USD,916504904.0,90
2022-08-01,8,TRX-USD,770428820.0,90
2022-08-01,9,AVAX-USD,627924508.0,90
2022-08-01,10,LTC-USD,588074951.5,90
2022-08-01,11,DOGE-USD,516642911.0,90
2022-08-01,12,LINK-USD,427177040.5,90
2022-08-01,13,ETC-USD,363373119.5,90
2022-08-01,14,ATOM-USD,328437583.0,90
2022-08-01,15,WAVES-USD,315952107.5,90
2022-08-01,16,EOS-USD,277750967.0,90
2022-08-01,17,MANA-USD,246252186.5,90
2022-08-01,18,FIL-USD,203426715.0,90
2022-08-01,19,XLM-USD,181287224.5,90
2022-08-01,20,ZIL-USD,178509559.5,90
2022-08-01,21,LUNC-USD,164511283.0,90
2022-08-01,22,VET-USD,140578916.0,90
2022-08-01,23,XMR-USD,135433145.0,90
2022-08-01,24,RUNE-USD,127702188.5,90
2022-08-01,25,MKR-USD,123286713.5,90
2022-08-01,26,ALGO-USD,110823983.0,90
2022-08-01,27,DASH-USD,108325566.0,90
2022-08-01,28,BSV-USD,108146103.5,90
2022-08-01,29,ZEC-USD,99655034.0,90
2022-08-01,30,COMP5692-USD,89222922.5,90
2022-08-01,31,LRC-USD,86655048.0,90
2022-08-01,32,CHZ-USD,84526294.5,90
2022-08-01,33,THETA-USD,83176501.0,90
2022-08-01,34,ENJ-USD,82951762.5,90
2022-08-01,35,FTT-USD,79934057.0,90
2022-08-01,36,SNX-USD,78929452.5,90
2022-08-01,37,BAT-USD,72386453.0,90
2022-08-01,38,WIN-USD,71034260.5,90
2022-08-01,39,QTUM-USD,69946031.5,90
2022-08-01,40,NEO-USD,68595380.5,90
2022-08-01,41,OMG-USD,66912440.0,90
2022-08-01,42,XTZ-USD,66656999.0,90
2022-08-01,43,JST-USD,61124827.5,90
2022-08-01,44,KSM-USD,60292630.5,90
2022-08-01,45,YFI-USD,58261346.5,90
2022-08-01,46,KLAY-USD,56110641.0,90
2022-08-01,47,QNT-USD,51896620.5,90
2022-08-01,48,OGN-USD,49898247.0,90
2022-08-01,49,YFII-USD,48010038.0,90
2022-08-01,50,ONE3945-USD,46122396.5,90
2022-09-01,1,BTC-USD,28575169162.5,90
2022-09-01,2,ETH-USD,16813821617.0,90
2022-09-01,3,SOL-USD,1277414802.0,90
2022-09-01,4,BNB-USD,1145047135.5,90
2022-09-01,5,XRP-USD,1097203431.0,90
2022-09-01,6,ADA-USD,794633709.5,90
2022-09-01,7,ETC-USD,725776933.0,90
2022-09-01,8,BCH-USD,581260144.5,90
2022-09-01,9,TRX-USD,530067789.0,90
2022-09-01,10,AVAX-USD,511550039.0,90
2022-09-01,11,LTC-USD,486274687.5,90
2022-09-01,12,DOGE-USD,445328589.0,90
2022-09-01,13,DOT-USD,428609560.5,90
2022-09-01,14,SHIB-USD,419101163.5,90
2022-09-01,15,LINK-USD,417448471.5,90
2022-09-01,16,SAND-USD,332932323.0,90
2022-09-01,17,NEAR-USD,304821112.0,90
2022-09-01,18,ATOM-USD,287965654.5,90
2022-09-01,19,EOS-USD,254618227.0,90
2022-09-01,20,WAVES-USD,245215963.0,90
2022-09-01,21,MANA-USD,213736024.5,90
2022-09-01,22,FIL-USD,200324575.0,90
2022-09-01,23,ZIL-USD,166813910.0,90
2022-09-01,24,XLM-USD,154798931.0,90
2022-09-01,25,AXS-USD,146477306.5,90
2022-09-01,26,CRV-USD,141945061.0,90
2022-09-01,27,MKR-USD,140974808.5,90
2022-09-01,28,RUNE-USD,121223315.5,90
2022-09-01,29,YFII-USD,109053116.5,90
2022-09-01,30,LUNC-USD,108826818.5,90
2022-09-01,31,COMP5692-USD,107318713.5,90
2022-09-01,32,VET-USD,107132585.5,90
2022-09-01,33,CHZ-USD,106589162.5,90
2022-09-01,34,XMR-USD,105736418.5,90
2022-09-01,35,FTT-USD,95628753.5,90
2022-09-01,36,ALGO-USD,92928268.5,90
2022-09-01,37,DASH-USD,90946713.0,90
2022-09-01,38,SNX-USD,87948972.0,90
2022-09-01,39,ZEC-USD,81506372.5,90
2022-09-01,40,LRC-USD,71130219.5,90
2022-09-01,41,SUSHI-USD,71038567.0,90
2022-09-01,42,ENJ-USD,69775338.5,90
2022-09-01,43,BSV-USD,67467076.5,90
2022-09-01,44,SRM-USD,65449120.0,90
2022-09-01,45,BAT-USD,63710384.0,90
2022-09-01,46,THETA-USD,61485564.0,90
2022-09-01,47,WIN-USD,59738440.5,90
2022-09-01,48,QTUM-USD,57258928.5,90
2022-09-01,49,YFI-USD,56930880.5,90
2022-09-01,50,NEO-USD,53928881.5,90
2022-10-01,1,BTC-USD,30980151334.5,90
2022-10-01,2,ETH-USD,17004783154.0,90
2022-10-01,3,SOL-USD,1118743133.5,90
2022-10-01,4,XRP-USD,1108087649.5,90
2022-10-01,5,BNB-USD,1037166265.5,90
2022-10-01,6,ETC-USD,1003141560.0,90
2022-10-01,7,ADA-USD,727595625.0,90
2022-10-01,8,LTC-USD,472034548.5,90
2022-10-01,9,AVAX-USD,463406158.5,90
2022-10-01,10,TRX-USD,425023835.0,90
2022-10-01,11,LINK-USD,413739830.5,90
2022-10-01,12,DOT-USD,381348231.5,90
2022-10-01,13,ATOM-USD,380613066.5,90
2022-10-01,14,SHIB-USD,379030279.0,90
2022-10-01,15,DOGE-USD,376969483.0,90
2022-10-01,16,EOS-USD,309149044.5,90
2022-10-01,17,NEAR-USD,301747468.0,90
2022-10-01,18,SAND-USD,301590755.5,90
2022-10-01,19,BCH-USD,284844454.0,90
2022-10-01,20,CHZ-USD,278237570.5,90
2022-10-01,21,FIL-USD,208874476.0,90
2022-10-01,22,GALA-USD,192123836.0,90
2022-10-01,23,MANA-USD,167724626.5,90
2022-10-01,24,LUNC-USD,158989433.0,90
2022-10-01,25,UNI7083-USD,156860260.5,90
2022-10-01,26,WAVES-USD,156734613.5,90
2022-10-01,27,ZIL-USD,144920487.0,90
2022-10-01,28,CRV-USD,136204968.0,90
2022-10-01,29,XLM-USD,135101925.0,90
2022-10-01,30,MKR-USD,133955203.0,90
2022-10-01,31,AXS-USD,121942807.0,90
2022-10-01,32,XMR-USD,101257609.0,90
2022-10-01,33,COMP5692-USD,100452482.0,90
2022-10-01,34,YFII-USD,99708331.5,90
2022-10-01,35,RUNE-USD,97497029.0,90
2022-10-01,36,FTT-USD,96592667.0,90
2022-10-01,37,ALGO-USD,86311669.0,90
2022-10-01,38,DASH-USD,84697596.0,90
2022-10-01,39,VET-USD,81413656.5,90
2022-10-01,40,SNX-USD,80422422.5,90
2022-10-01,41,ZEC-USD,69741939.0,90
2022-10-01,42,BSV-USD,61771479.5,90
2022-10-01,43,ENJ-USD,60290100.5,90
2022-10-01,44,LRC-USD,59295112.0,90
2022-10-01,45,YFI-USD,56930880.5,90
2022-10-01,46,SUSHI-USD,55046118.5,90
2022-10-01,47,QTUM-USD,49739835.5,90
2022-10-01,48,CAKE-USD,49392644.0,90
2022-10-01,49,SRM-USD,48043392.5,90
2022-10-01,50,NEO-USD,47220557.0,90
2022-11-01,1,BTC-USD,31141729368.5,90
2022-11-01,2,ETH-USD,15941885511.5,90
2022-11-01,3,XRP-USD,1378147332.0,90
2022-11-01,4,BNB-USD,938106904.5,90
2022-11-01,5,SOL-USD,867050794.5,90
2022-11-01,6,ETC-USD,730876139.0,90
2022-11-01,7,ADA-USD,602109753.5,90
2022-11-01,8,LTC-USD,457192438.5,90
2022-11-01,9,LINK-USD,393050857.5,90
2022-11-01,10,TRX-USD,360798174.0,90
2022-11-01,11,AVAX-USD,335585761.5,90
2022-11-01,12,DOGE-USD,328850070.0,90
2022-11-01,13,SHIB-USD,322415306.5,90
2022-11-01,14,CHZ-USD,316459773.0,90
2022-11-01,15,ATOM-USD,316062914.5,90
2022-11-01,16,DOT-USD,310472874.0,90
2022-11-01,17,LUNC-USD,309215313.5,90
2022-11-01,18,NEAR-USD,246973779.0,90
2022-11-01,19,BCH-USD,243779152.0,90
2022-11-01,20,EOS-USD,243189768.5,90
2022-11-01,21,SAND-USD,211475074.0,90
2022-11-01,22,FIL-USD,196731811.5,90
2022-11-01,23,UNI7083-USD,135113880.0,90
2022-11-01,24,MANA-USD,132581926.5,90
2022-11-01,25,AAVE-USD,132368494.5,90
2022-11-01,26,GALA-USD,130079464.0,90
2022-11-01,27,XLM-USD,119889168.5,90
